id_abo,debut_abonnement,genre,type_abonnement,tarif_mensuel,age
17343522,2028-05-21,,illimité,25,44
16259577,2027-08-05,homme,10trajet_sem_tous,16,35
28466358,2027-09-09,femme,2trajet_sem_meca,3,20
26613462,2027-09-16,femme,2trajet_sem_meca,3,21
10998788,2027-09-15,femme,2trajet_sem_tous,6,43
30341572,2027-09-12,femme,2trajet_sem_tous,6,39
19880649,2027-07-22,homme,2trajet_sem_tous,6,49
19592993,2027-11-15,femme,2trajet_sem_meca,3,17
20886178,2027-08-08,homme,10trajet_sem_meca,8,19
29646923,2027-12-04,homme,2trajet_sem_tous,6,40
499765,2028-04-30,homme,illimité,25,39
6477134,2028-05-13,,10trajet_sem_tous,16,23
16280315,2027-08-20,,2trajet_sem_meca,3,21
10221399,2028-01-25,femme,2trajet_sem_tous,6,40
9116351,2028-05-13,homme,2trajet_sem_tous,6,23
27879586,2027-06-11,homme,2trajet_sem_tous,6,47
14973324,2027-07-13,femme,illimité,25,36
17337484,2028-02-06,homme,2trajet_sem_meca,3,21
26733597,2028-05-11,homme,10trajet_sem_tous,16,30
1006710,2027-10-03,femme,2trajet_sem_meca,3,27
30759608,2028-05-18,femme,2trajet_sem_tous,6,40
28779593,2028-02-15,homme,2trajet_sem_tous,6,55
17859241,2027-06-30,,illimité,25,42
30043781,2027-07-30,femme,2trajet_sem_meca,3,19
23627984,2028-04-01,non-binaire,illimité,25,42
22635814,2027-06-29,femme,2trajet_sem_tous,6,48
27171000,2028-04-27,homme,2trajet_sem_tous,6,39
6429362,2027-07-06,femme,2trajet_sem_tous,6,40
7808325,2028-04-18,homme,2trajet_sem_meca,3,27
23028031,2027-09-10,non-binaire,10trajet_sem_tous,16,34
29675472,2027-09-23,femme,2trajet_sem_meca,3,25
26771622,2027-06-28,femme,10trajet_sem_tous,16,32
21085366,2027-07-19,femme,2trajet_sem_meca,3,27
13721840,2027-08-17,femme,2trajet_sem_tous,6,38
30526907,2027-06-28,non-binaire,2trajet_sem_meca,3,21
14612085,2027-08-27,femme,10trajet_sem_meca,8,26
10462880,2028-02-28,,2trajet_sem_meca,3,44
9850761,2027-06-19,,2trajet_sem_meca,3,27
16706893,2028-03-06,non-binaire,2trajet_sem_meca,3,29
8857414,2027-06-30,femme,2trajet_sem_meca,3,31
11982447,2027-07-13,homme,2trajet_sem_tous,6,34
25750089,2027-12-29,,illimité,25,44
9504254,2027-09-16,homme,2trajet_sem_tous,6,52
6388543,2027-08-27,homme,2trajet_sem_tous,6,36
27819662,2027-08-29,homme,10trajet_sem_meca,8,18
27800287,2027-10-21,homme,2trajet_sem_tous,6,38
14624070,2027-10-08,homme,2trajet_sem_meca,3,25
24338126,2027-11-01,femme,illimité,25,42
21120442,2028-03-02,femme,2trajet_sem_meca,3,37
22103823,2027-07-12,non-binaire,2trajet_sem_tous,6,43
29901167,2027-06-26,,10trajet_sem_tous,16,34
8488841,2028-04-13,,2trajet_sem_meca,3,24
24271372,2028-05-22,homme,2trajet_sem_meca,3,28
19483720,2027-10-28,non-binaire,2trajet_sem_tous,6,38
18415441,2027-08-26,femme,2trajet_sem_meca,3,23
19189879,2027-10-19,femme,2trajet_sem_tous,6,35
21867575,2027-07-16,femme,2trajet_sem_meca,3,20
15596597,2027-11-26,homme,2trajet_sem_meca,3,32
12630154,2027-10-29,,2trajet_sem_meca,3,35
20054631,2027-06-26,non-binaire,10trajet_sem_meca,8,23
7552133,2027-09-03,,2trajet_sem_tous,6,34
85519,2027-09-01,non-binaire,2trajet_sem_meca,3,21
25676423,2027-06-18,femme,2trajet_sem_tous,6,63
28769072,2027-06-24,femme,2trajet_sem_meca,3,22
6658379,2027-08-15,femme,2trajet_sem_meca,3,23
24104605,2027-07-26,,2trajet_sem_tous,6,37
6561755,2027-06-16,femme,2trajet_sem_meca,3,21
20803274,2027-12-30,femme,2trajet_sem_tous,6,25
19013354,2027-09-04,femme,2trajet_sem_meca,3,22
6228267,2027-10-29,femme,2trajet_sem_tous,6,48
838897,2027-09-01,homme,10trajet_sem_tous,16,35
29196052,2027-07-26,femme,2trajet_sem_meca,3,21
4694688,2027-10-23,,2trajet_sem_meca,3,19
30617213,2027-09-06,femme,2trajet_sem_meca,3,30
23677419,2027-08-02,femme,2trajet_sem_meca,3,29
9231167,2027-07-12,femme,2trajet_sem_tous,6,41
30406855,2027-11-03,non-binaire,2trajet_sem_tous,6,46
8088694,2028-05-08,femme,2trajet_sem_meca,3,23
1631562,2027-11-17,non-binaire,2trajet_sem_meca,3,24
15369701,2028-05-12,femme,10trajet_sem_tous,16,27
10660476,2028-03-28,homme,2trajet_sem_meca,3,21
25865069,2027-12-12,homme,2trajet_sem_meca,3,38
21463792,2027-07-21,homme,2trajet_sem_meca,3,24
25726599,2028-04-27,homme,10trajet_sem_tous,16,27
4619480,2027-08-28,non-binaire,2trajet_sem_meca,3,25
3990288,2028-02-25,femme,2trajet_sem_tous,6,35
22608284,2027-07-13,non-binaire,2trajet_sem_meca,3,21
17945696,2027-07-29,femme,10trajet_sem_meca,8,31
4099029,2027-09-24,homme,10trajet_sem_meca,8,18
18171213,2027-10-22,non-binaire,2trajet_sem_tous,6,51
18748213,2027-09-04,,2trajet_sem_tous,6,45
28719297,2027-09-09,non-binaire,2trajet_sem_tous,6,31
11352426,2027-09-01,femme,2trajet_sem_meca,3,24
4615375,2027-09-01,homme,2trajet_sem_tous,6,33
16086601,2027-07-16,,2trajet_sem_tous,6,41
26346473,2027-07-23,femme,2trajet_sem_tous,6,46
22652289,2027-08-13,femme,2trajet_sem_tous,6,39
5837857,2027-07-17,femme,2trajet_sem_tous,6,28
27847405,2028-04-21,non-binaire,2trajet_sem_meca,3,17
2634,2027-06-16,,illimité,25,37
26415931,2027-08-30,homme,2trajet_sem_meca,3,44
14653733,2027-09-11,homme,10trajet_sem_meca,8,36
1471975,2028-05-04,femme,2trajet_sem_tous,6,51
23917041,2028-01-04,femme,2trajet_sem_tous,6,31
433484,2027-07-03,femme,2trajet_sem_tous,6,41
26102325,2027-08-18,non-binaire,illimité,25,45
21778638,2028-05-13,femme,2trajet_sem_tous,6,21
27427029,2027-09-12,femme,2trajet_sem_tous,6,42
25027370,2027-08-05,homme,10trajet_sem_meca,8,19
8783449,2027-10-21,homme,10trajet_sem_meca,8,23
2877206,2027-07-05,non-binaire,2trajet_sem_tous,6,36
248869,2028-02-29,homme,2trajet_sem_tous,6,50
29411539,2027-08-27,homme,2trajet_sem_meca,3,27
13270298,2028-05-10,homme,2trajet_sem_meca,3,18
5798105,2028-03-28,homme,2trajet_sem_meca,3,31
22310307,2027-07-12,femme,2trajet_sem_tous,6,43
3592898,2028-01-31,femme,2trajet_sem_tous,6,42
3420001,2027-06-26,homme,2trajet_sem_meca,3,29
18652974,2028-01-16,non-binaire,10trajet_sem_tous,16,26
12005771,2027-07-28,femme,2trajet_sem_tous,6,41
14903425,2027-08-02,femme,2trajet_sem_meca,3,27
1878019,2027-06-09,,2trajet_sem_tous,6,45
18915152,2028-01-01,femme,2trajet_sem_meca,3,22
29455343,2027-09-12,homme,2trajet_sem_meca,3,24
14360383,2028-04-13,femme,10trajet_sem_meca,8,28
14640969,2027-09-27,femme,10trajet_sem_meca,8,26
19821984,2027-12-23,femme,2trajet_sem_meca,3,27
23143689,2027-07-26,non-binaire,10trajet_sem_meca,8,17
21336955,2027-07-20,femme,10trajet_sem_tous,16,23
17597743,2027-06-26,homme,10trajet_sem_meca,8,24
27447347,2027-11-01,femme,2trajet_sem_meca,3,25
3039330,2028-01-10,femme,10trajet_sem_tous,16,23
26580059,2027-09-01,femme,illimité,25,45
24781272,2027-09-13,femme,2trajet_sem_tous,6,51
1069278,2028-03-27,non-binaire,2trajet_sem_tous,6,45
27851820,2027-08-19,femme,2trajet_sem_tous,6,36
28719365,2027-08-25,homme,2trajet_sem_tous,6,29
19946604,2028-04-22,homme,2trajet_sem_meca,3,34
2310111,2027-07-01,homme,2trajet_sem_tous,6,41
13314584,2028-02-14,homme,2trajet_sem_meca,3,32
6801614,2027-12-31,homme,2trajet_sem_tous,6,44
2171251,2027-07-29,homme,2trajet_sem_tous,6,44
12389927,2028-05-07,femme,10trajet_sem_meca,8,22
9356562,2028-01-05,femme,2trajet_sem_tous,6,38
22478518,2027-12-14,femme,10trajet_sem_tous,16,29
13902976,2027-10-14,homme,2trajet_sem_meca,3,23
718059,2027-08-06,homme,10trajet_sem_meca,8,21
4104288,2027-06-26,femme,2trajet_sem_meca,3,22
5822766,2028-02-12,femme,2trajet_sem_meca,3,41
16227260,2027-08-24,homme,2trajet_sem_meca,3,34
6487783,2027-09-11,femme,2trajet_sem_meca,3,19
10056929,2027-09-24,femme,2trajet_sem_meca,3,29
30327356,2028-03-07,homme,2trajet_sem_meca,3,23
23366077,2028-05-28,homme,2trajet_sem_tous,6,37
21638030,2028-04-10,homme,2trajet_sem_meca,3,27
11117307,2028-03-02,femme,2trajet_sem_tous,6,38
23151184,2027-09-07,homme,2trajet_sem_meca,3,29
12033827,2027-09-10,homme,2trajet_sem_meca,3,20
17897684,2027-07-24,,2trajet_sem_meca,3,25
30110991,2027-08-11,femme,2trajet_sem_meca,3,26
935250,2027-09-07,homme,illimité,25,37
14024442,2027-08-11,homme,2trajet_sem_tous,6,32
20116549,2027-10-15,femme,2trajet_sem_tous,6,45
1545831,2028-03-13,non-binaire,2trajet_sem_meca,3,19
2433371,2027-09-04,homme,2trajet_sem_tous,6,31
10094995,2027-10-25,non-binaire,2trajet_sem_tous,6,46
29370028,2028-03-14,homme,illimité,25,36
5837765,2028-03-15,homme,2trajet_sem_meca,3,20
29916008,2028-03-25,femme,2trajet_sem_meca,3,24
29965148,2027-09-15,non-binaire,illimité,25,42
10443617,2027-07-07,non-binaire,10trajet_sem_meca,8,30
14713919,2027-07-30,homme,2trajet_sem_meca,3,24
13181143,2027-08-24,homme,2trajet_sem_tous,6,38
15694309,2028-03-30,,2trajet_sem_tous,6,34
419693,2027-06-25,femme,10trajet_sem_tous,16,36
8417908,2027-09-24,femme,10trajet_sem_tous,16,30
23595067,2028-01-25,homme,2trajet_sem_tous,6,25
16078481,2027-11-24,femme,2trajet_sem_meca,3,16
30755965,2028-01-03,femme,2trajet_sem_meca,3,20
11961343,2028-05-12,homme,10trajet_sem_meca,8,28
14386459,2027-11-26,homme,10trajet_sem_tous,16,27
8427560,2027-09-09,homme,10trajet_sem_tous,16,37
9163338,2027-12-19,homme,2trajet_sem_tous,6,36
19854601,2027-09-03,homme,2trajet_sem_tous,6,29
16357739,2027-07-23,homme,2trajet_sem_tous,6,44
22566966,2028-01-20,non-binaire,10trajet_sem_tous,16,32
17681788,2027-07-08,homme,2trajet_sem_tous,6,30
9746020,2027-11-15,homme,2trajet_sem_tous,6,41
1776912,2028-03-28,homme,2trajet_sem_tous,6,45
21129364,2027-07-18,,2trajet_sem_tous,6,43
5640845,2027-07-02,,2trajet_sem_tous,6,46
28352244,2027-07-12,non-binaire,2trajet_sem_meca,3,23
7978284,2027-07-16,femme,2trajet_sem_meca,3,22
29047627,2027-09-11,homme,2trajet_sem_tous,6,34
5170924,2027-11-09,homme,2trajet_sem_tous,6,47
9812767,2028-04-19,homme,2trajet_sem_tous,6,41
18185061,2027-10-17,femme,10trajet_sem_meca,8,30
13956190,2027-07-18,femme,2trajet_sem_meca,3,24
19726355,2027-09-13,homme,2trajet_sem_tous,6,47
23933840,2027-07-25,homme,2trajet_sem_tous,6,46
2233094,2027-07-07,homme,2trajet_sem_tous,6,34
17515236,2027-06-16,homme,2trajet_sem_tous,6,49
28744450,2028-03-06,femme,2trajet_sem_tous,6,30
9367226,2028-03-23,homme,2trajet_sem_meca,3,23
24596465,2028-02-16,homme,2trajet_sem_meca,3,28
13215836,2027-06-11,homme,illimité,25,43
14219195,2027-08-25,femme,10trajet_sem_tous,16,26
10938362,2027-07-13,femme,2trajet_sem_meca,3,28
27909203,2028-01-31,femme,illimité,25,39
29417760,2027-07-10,homme,2trajet_sem_tous,6,37
23173991,2027-09-06,,2trajet_sem_tous,6,41
28838126,2027-08-02,homme,10trajet_sem_meca,8,23
30796408,2027-09-10,homme,2trajet_sem_meca,3,18
29838619,2028-03-09,femme,2trajet_sem_meca,3,23
15032033,2027-07-29,femme,2trajet_sem_tous,6,36
18403919,2028-03-19,homme,2trajet_sem_meca,3,31
9353139,2027-07-13,femme,2trajet_sem_meca,3,22
10793002,2027-08-30,non-binaire,2trajet_sem_tous,6,52
7942278,2027-09-08,homme,2trajet_sem_meca,3,22
8641086,2027-07-26,femme,2trajet_sem_meca,3,20
21675366,2027-07-12,femme,10trajet_sem_meca,8,35
22371328,2027-10-05,non-binaire,2trajet_sem_meca,3,33
17886208,2028-02-25,homme,2trajet_sem_tous,6,33
1918237,2027-11-04,femme,2trajet_sem_meca,3,21
7157995,2028-02-19,homme,2trajet_sem_tous,6,47
464517,2027-09-05,,10trajet_sem_meca,8,25
8645307,2027-06-21,homme,2trajet_sem_tous,6,33
24923797,2027-07-17,homme,2trajet_sem_tous,6,40
25092972,2028-03-20,homme,2trajet_sem_meca,3,27
19429774,2027-07-17,femme,2trajet_sem_meca,3,26
16920947,2028-03-28,femme,2trajet_sem_tous,6,49
4089888,2027-08-31,non-binaire,2trajet_sem_tous,6,38
2372238,2028-06-02,non-binaire,2trajet_sem_meca,3,31
10784756,2027-11-04,homme,10trajet_sem_meca,8,25
17545659,2027-07-26,femme,2trajet_sem_tous,6,46
11030040,2027-07-01,homme,2trajet_sem_meca,3,20
29930514,2027-11-01,,2trajet_sem_tous,6,32
3544031,2027-07-12,femme,2trajet_sem_meca,3,21
14348958,2028-05-24,femme,2trajet_sem_tous,6,46
12004043,2027-11-29,homme,2trajet_sem_meca,3,28
1377217,2027-07-27,femme,2trajet_sem_meca,3,21
26337425,2027-09-21,homme,2trajet_sem_meca,3,23
2114133,2028-05-16,non-binaire,2trajet_sem_tous,6,38
20563362,2027-07-31,femme,illimité,25,49
19990524,2027-06-06,homme,2trajet_sem_tous,6,36
17258527,2028-04-17,homme,2trajet_sem_meca,3,21
17239275,2028-04-13,non-binaire,2trajet_sem_meca,3,24
20110943,2028-01-15,homme,2trajet_sem_meca,3,20
7190085,2027-09-16,homme,2trajet_sem_tous,6,39
9762437,2027-09-19,femme,2trajet_sem_tous,6,41
11965003,2028-01-22,,10trajet_sem_tous,16,31
15760894,2028-04-20,,2trajet_sem_tous,6,43
12720849,2027-09-29,homme,illimité,25,35
8638216,2028-03-08,femme,2trajet_sem_meca,3,23
356517,2028-05-31,homme,2trajet_sem_meca,3,30
20686776,2028-01-02,non-binaire,2trajet_sem_meca,3,32
23482881,2027-10-06,femme,2trajet_sem_tous,6,27
22140708,2028-05-04,homme,2trajet_sem_tous,6,44
597530,2028-03-30,homme,2trajet_sem_meca,3,20
12828743,2028-04-18,homme,2trajet_sem_tous,6,45
28128465,2028-02-22,homme,2trajet_sem_tous,6,44
12096962,2028-04-16,femme,2trajet_sem_meca,3,22
12118189,2028-05-14,homme,10trajet_sem_tous,16,36
2046486,2028-03-15,homme,2trajet_sem_tous,6,45
11958550,2028-01-02,non-binaire,2trajet_sem_tous,6,53
10348802,2028-02-17,homme,2trajet_sem_tous,6,35
12778066,2028-05-15,non-binaire,2trajet_sem_meca,3,30
18014123,2027-08-12,homme,2trajet_sem_meca,3,20
14444602,2027-09-02,femme,2trajet_sem_tous,6,27
10833520,2027-08-30,femme,2trajet_sem_meca,3,39
10787267,2028-02-09,femme,2trajet_sem_tous,6,59
25985008,2027-09-19,femme,2trajet_sem_meca,3,30
15969697,2028-03-04,femme,2trajet_sem_meca,3,23
22233524,2027-07-23,,2trajet_sem_meca,3,16
20971943,2028-01-14,femme,10trajet_sem_meca,8,26
10957153,2027-06-14,homme,2trajet_sem_meca,3,24
20741513,2027-06-06,femme,2trajet_sem_tous,6,40
27131093,2028-04-21,homme,2trajet_sem_meca,3,22
11447740,2027-12-19,homme,2trajet_sem_meca,3,23
29441783,2028-06-01,non-binaire,2trajet_sem_meca,3,25
5149011,2028-05-17,homme,2trajet_sem_tous,6,44
12209174,2027-07-12,femme,2trajet_sem_tous,6,33
1936308,2028-05-23,femme,2trajet_sem_meca,3,25
831795,2027-08-25,homme,2trajet_sem_meca,3,24
21790783,2027-08-20,non-binaire,2trajet_sem_meca,3,32
7153245,2027-08-20,homme,2trajet_sem_tous,6,50
29492046,2028-04-15,femme,2trajet_sem_tous,6,30
21202425,2027-11-14,femme,2trajet_sem_tous,6,43
14026339,2027-10-04,homme,10trajet_sem_tous,16,28
20626122,2027-07-17,homme,2trajet_sem_tous,6,47
5055577,2028-05-04,non-binaire,2trajet_sem_meca,3,21
26098276,2027-07-02,femme,2trajet_sem_meca,3,19
16669158,2027-06-06,homme,2trajet_sem_tous,6,47
12261361,2028-03-15,,10trajet_sem_tous,16,29
17762552,2027-08-08,,2trajet_sem_meca,3,22
14647034,2027-06-20,,2trajet_sem_meca,3,29
29698104,2027-09-17,homme,10trajet_sem_tous,16,31
5300495,2028-03-23,femme,2trajet_sem_meca,3,25
4821810,2027-09-28,homme,2trajet_sem_tous,6,33
18726220,2027-09-19,homme,2trajet_sem_tous,6,39
6178277,2027-06-29,femme,2trajet_sem_tous,6,34
3828175,2028-05-25,homme,2trajet_sem_tous,6,44
6872221,2028-02-21,homme,10trajet_sem_meca,8,30
9180593,2027-08-06,femme,2trajet_sem_meca,3,26
17898692,2028-01-17,femme,illimité,25,40
11479353,2028-04-23,non-binaire,illimité,25,48
1625822,2028-01-25,femme,2trajet_sem_meca,3,25
3546494,2027-10-16,non-binaire,2trajet_sem_meca,3,25
2721412,2027-11-02,femme,2trajet_sem_tous,6,40
29139894,2028-05-20,homme,2trajet_sem_tous,6,27
29445329,2027-09-03,homme,2trajet_sem_tous,6,42
25499683,2027-08-29,femme,2trajet_sem_tous,6,39
10541285,2027-09-05,homme,2trajet_sem_tous,6,32
26426619,2027-11-17,femme,10trajet_sem_meca,8,18
2726387,2027-08-20,femme,2trajet_sem_meca,3,21
28302698,2027-06-13,femme,2trajet_sem_tous,6,51
23864332,2027-09-03,femme,10trajet_sem_meca,8,30
8608935,2027-09-27,femme,2trajet_sem_tous,6,49
17707081,2027-07-02,,2trajet_sem_tous,6,47
23394712,2027-12-26,femme,2trajet_sem_meca,3,19
3511980,2027-10-16,homme,illimité,25,42
23489029,2027-08-24,homme,2trajet_sem_tous,6,36
12285437,2027-08-08,femme,2trajet_sem_tous,6,54
6897496,2027-07-22,femme,2trajet_sem_tous,6,43
1933284,2028-05-27,femme,2trajet_sem_meca,3,27
1069169,2028-05-03,homme,2trajet_sem_tous,6,21
10431494,2028-04-15,femme,2trajet_sem_meca,3,23
20251125,2027-09-04,non-binaire,illimité,25,40
27219941,2027-10-22,femme,2trajet_sem_tous,6,33
18396619,2027-07-03,non-binaire,2trajet_sem_tous,6,29
22259675,2027-07-03,femme,10trajet_sem_tous,16,31
2264474,2027-09-02,,illimité,25,41
627541,2027-07-18,non-binaire,2trajet_sem_tous,6,62
14326579,2027-08-31,homme,2trajet_sem_meca,3,25
19825196,2027-09-03,non-binaire,2trajet_sem_tous,6,44
30566080,2027-09-26,non-binaire,2trajet_sem_tous,6,40
7202491,2027-07-25,femme,2trajet_sem_tous,6,40
14905066,2027-08-17,femme,2trajet_sem_tous,6,53
11243938,2027-11-30,femme,2trajet_sem_meca,3,18
1493222,2028-04-14,homme,2trajet_sem_meca,3,22
19671988,2028-02-22,femme,2trajet_sem_meca,3,24
21546375,2027-07-21,homme,illimité,25,39
26400742,2028-05-18,homme,2trajet_sem_tous,6,33
982284,2028-02-25,femme,2trajet_sem_meca,3,19
11177497,2027-09-26,femme,10trajet_sem_meca,8,28
20235639,2027-08-08,femme,2trajet_sem_meca,3,19
7661397,2028-01-10,homme,2trajet_sem_meca,3,28
29166104,2027-10-08,femme,2trajet_sem_tous,6,38
18118065,2027-10-28,femme,2trajet_sem_tous,6,44
14075363,2027-06-23,femme,2trajet_sem_tous,6,39
10836986,2027-09-29,,2trajet_sem_tous,6,30
14703670,2028-04-29,femme,2trajet_sem_tous,6,36
17039318,2027-08-15,femme,2trajet_sem_tous,6,33
15160178,2028-04-22,femme,2trajet_sem_meca,3,24
16419478,2027-09-14,femme,2trajet_sem_tous,6,43
20044700,2027-07-31,,2trajet_sem_meca,3,34
8519085,2027-09-16,homme,2trajet_sem_tous,6,37
18112009,2027-12-29,femme,illimité,25,40
25161409,2027-07-14,,2trajet_sem_tous,6,43
30686863,2027-12-22,,illimité,25,40
5907904,2027-07-25,femme,2trajet_sem_tous,6,37
10372780,2028-01-27,non-binaire,2trajet_sem_tous,6,51
12829747,2027-09-01,femme,10trajet_sem_meca,8,19
22056516,2028-04-15,homme,2trajet_sem_meca,3,41
14159401,2027-11-03,non-binaire,2trajet_sem_tous,6,29
19260728,2027-09-08,femme,2trajet_sem_tous,6,32
5179672,2027-09-08,homme,2trajet_sem_tous,6,34
24235467,2028-05-19,femme,10trajet_sem_meca,8,22
25908945,2027-06-27,homme,10trajet_sem_meca,8,22
12628821,2027-07-18,homme,2trajet_sem_meca,3,29
2457599,2027-10-05,homme,2trajet_sem_tous,6,31
18521705,2027-06-17,non-binaire,2trajet_sem_tous,6,50
2219408,2027-09-17,femme,2trajet_sem_meca,3,30
2610774,2028-04-11,homme,2trajet_sem_tous,6,43
16123961,2028-02-11,femme,10trajet_sem_meca,8,18
3965502,2027-07-25,homme,10trajet_sem_meca,8,27
28986244,2027-10-03,non-binaire,2trajet_sem_tous,6,39
24154463,2028-05-24,,2trajet_sem_tous,6,40
9617715,2027-08-29,femme,2trajet_sem_meca,3,21
6588449,2027-08-16,,2trajet_sem_meca,3,22
20117131,2028-04-17,homme,2trajet_sem_tous,6,30
4601859,2027-07-13,,10trajet_sem_tous,16,30
28360548,2028-04-13,femme,2trajet_sem_meca,3,39
2522163,2027-07-12,femme,2trajet_sem_meca,3,25
5229571,2027-10-20,homme,2trajet_sem_tous,6,33
26816324,2027-06-25,femme,2trajet_sem_tous,6,36
12851758,2028-04-04,homme,2trajet_sem_tous,6,57
12570036,2027-07-25,femme,2trajet_sem_tous,6,52
2958460,2028-05-18,non-binaire,2trajet_sem_meca,3,24
30044416,2027-07-06,homme,10trajet_sem_tous,16,39
25141707,2027-07-31,homme,illimité,25,51
29853554,2027-07-22,femme,2trajet_sem_tous,6,47
13983617,2028-02-29,femme,2trajet_sem_meca,3,25
2828604,2027-06-22,homme,2trajet_sem_meca,3,22
18614618,2028-02-12,homme,2trajet_sem_meca,3,21
16373158,2027-09-13,femme,2trajet_sem_meca,3,24
15898399,2028-04-25,femme,2trajet_sem_tous,6,32
20805167,2028-03-15,,2trajet_sem_tous,6,43
3056503,2027-06-23,femme,10trajet_sem_tous,16,44
17371256,2027-06-11,non-binaire,10trajet_sem_tous,16,29
15761524,2027-09-04,homme,2trajet_sem_meca,3,20
10915661,2027-07-19,femme,2trajet_sem_tous,6,43
22890736,2027-12-01,non-binaire,illimité,25,38
17478756,2028-03-20,femme,10trajet_sem_meca,8,20
28837565,2027-12-17,non-binaire,2trajet_sem_tous,6,26
7510834,2028-04-25,homme,10trajet_sem_tous,16,34
13636722,2027-08-30,homme,10trajet_sem_meca,8,26
17088027,2027-10-04,femme,2trajet_sem_tous,6,30
520988,2027-08-16,femme,2trajet_sem_meca,3,16
9360154,2028-03-22,homme,10trajet_sem_meca,8,33
17857017,2027-11-30,homme,2trajet_sem_tous,6,45
16401737,2027-08-20,femme,2trajet_sem_tous,6,43
16312180,2027-08-26,femme,2trajet_sem_meca,3,21
16943920,2027-08-12,femme,2trajet_sem_meca,3,21
4504835,2027-06-27,homme,2trajet_sem_meca,3,26
8127613,2028-03-11,homme,2trajet_sem_meca,3,30
30047734,2027-11-18,femme,2trajet_sem_tous,6,37
5951968,2027-09-21,,2trajet_sem_meca,3,20
24132398,2028-04-27,homme,2trajet_sem_tous,6,45
9130622,2028-01-06,femme,2trajet_sem_meca,3,23
8540307,2027-08-16,non-binaire,2trajet_sem_meca,3,25
13721406,2027-10-13,femme,illimité,25,41
28276537,2028-01-09,femme,10trajet_sem_meca,8,26
27796064,2027-08-21,femme,illimité,25,41
30175553,2027-06-27,femme,2trajet_sem_tous,6,40
21789858,2027-08-02,femme,2trajet_sem_tous,6,36
8984124,2027-07-14,femme,2trajet_sem_tous,6,47
3706921,2027-08-15,homme,2trajet_sem_tous,6,35
9896689,2027-12-06,femme,2trajet_sem_tous,6,33
10350593,2028-02-06,,10trajet_sem_meca,8,28
4385239,2027-06-24,femme,2trajet_sem_meca,3,29
5117387,2027-07-04,femme,2trajet_sem_tous,6,29
4221521,2027-06-13,femme,2trajet_sem_tous,6,48
19072711,2027-10-04,femme,2trajet_sem_meca,3,21
19791535,2027-06-08,femme,2trajet_sem_tous,6,36
12061258,2027-09-11,homme,2trajet_sem_tous,6,50
29825780,2028-03-16,,2trajet_sem_meca,3,27
16353849,2027-09-04,femme,10trajet_sem_meca,8,20
19716387,2028-06-02,non-binaire,2trajet_sem_meca,3,21
14413646,2028-05-11,,2trajet_sem_tous,6,40
21835099,2027-08-04,femme,2trajet_sem_meca,3,36
7281501,2027-07-30,femme,2trajet_sem_meca,3,28
1006513,2027-08-22,,2trajet_sem_meca,3,29
9120443,2027-06-22,femme,2trajet_sem_meca,3,26
1508267,2028-05-22,non-binaire,2trajet_sem_tous,6,31
28130307,2027-08-01,homme,2trajet_sem_tous,6,29
5765781,2027-07-13,,10trajet_sem_meca,8,28
6010090,2028-01-15,femme,2trajet_sem_tous,6,54
24132577,2028-05-29,femme,2trajet_sem_meca,3,28
18864182,2027-09-25,non-binaire,2trajet_sem_tous,6,38
26333049,2027-07-17,femme,2trajet_sem_meca,3,30
5486795,2028-05-23,homme,2trajet_sem_meca,3,23
23830976,2028-04-27,femme,2trajet_sem_meca,3,31
29995164,2028-04-13,homme,2trajet_sem_tous,6,37
13385454,2027-09-01,homme,10trajet_sem_meca,8,28
8786508,2028-05-01,femme,2trajet_sem_tous,6,45
26513989,2028-05-08,femme,2trajet_sem_tous,6,48
440973,2028-05-13,homme,2trajet_sem_meca,3,25
21264929,2028-04-30,homme,2trajet_sem_tous,6,42
22172930,2028-02-20,homme,2trajet_sem_meca,3,25
4060542,2027-06-05,femme,2trajet_sem_meca,3,21
20009148,2027-09-06,femme,10trajet_sem_meca,8,22
20779735,2027-06-19,homme,2trajet_sem_tous,6,28
25433220,2027-10-28,,2trajet_sem_meca,3,25
8165628,2028-05-16,homme,illimité,25,45
9657442,2027-09-11,femme,2trajet_sem_meca,3,18
26985284,2028-01-21,homme,illimité,25,37
23688756,2027-09-13,homme,illimité,25,41
12464421,2027-07-07,femme,2trajet_sem_meca,3,19
15747598,2027-08-11,non-binaire,2trajet_sem_meca,3,19
3688965,2027-07-10,femme,2trajet_sem_tous,6,42
12706540,2027-10-14,homme,2trajet_sem_meca,3,26
23511649,2027-12-26,femme,10trajet_sem_tous,16,32
8017227,2028-02-16,femme,10trajet_sem_tous,16,29
19592069,2027-06-14,femme,2trajet_sem_tous,6,52
22643240,2028-05-24,,2trajet_sem_meca,3,31
14175162,2027-06-23,non-binaire,10trajet_sem_meca,8,34
780359,2028-03-24,femme,2trajet_sem_tous,6,33
24371044,2027-08-10,homme,2trajet_sem_meca,3,34
24568725,2028-02-07,femme,2trajet_sem_meca,3,20
1632660,2027-11-18,,10trajet_sem_tous,16,37
25186817,2028-01-20,homme,2trajet_sem_tous,6,52
7862502,2027-09-14,homme,10trajet_sem_meca,8,31
8540161,2028-04-26,femme,10trajet_sem_tous,16,39
17796770,2027-08-01,,2trajet_sem_tous,6,45
21262277,2028-05-23,homme,2trajet_sem_tous,6,43
6018055,2027-08-26,femme,2trajet_sem_tous,6,44
